,Department,Object Name,Title,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Medium,Classification,Link Resource,Artist_Surname,Artist_First_Name
9700,American Paintings and Sculpture,Painting,Old Ferry Stairs,1801      ,1878      ,1870,1870,Oil on slate paper,Paintings,http://www.metmuseum.org/art/collection/search/10457,Chappel, William P.
9701,American Paintings and Sculpture,Painting,The Sewer,1801      ,1878      ,1870,1870,Oil on slate paper,Paintings,http://www.metmuseum.org/art/collection/search/10458,Chappel, William P.
9702,American Paintings and Sculpture,Painting,Strawberry Pedlar,1801      ,1878      ,1870,1870,Oil on slate paper,Paintings,http://www.metmuseum.org/art/collection/search/10459,Chappel, William P.
9703,American Paintings and Sculpture,Painting,Tea Party,1801      ,1878      ,1870,1870,Oil on slate paper,Paintings,http://www.metmuseum.org/art/collection/search/10460,Chappel, William P.
9704,American Paintings and Sculpture,Painting,Tea Rusk and Brick House,1801      ,1878      ,1870,1870,Oil on slate paper,Paintings,http://www.metmuseum.org/art/collection/search/10461,Chappel, William P.
9705,American Paintings and Sculpture,Painting,Tea water pump,1801      ,1878      ,1870,1870,Oil on slate paper,Paintings,http://www.metmuseum.org/art/collection/search/10462,Chappel, William P.
9706,American Paintings and Sculpture,Painting,The Baker's Wagon,1801      ,1878      ,1870,1870,Oil on slate paper,Paintings,http://www.metmuseum.org/art/collection/search/10463,Chappel, William P.
9707,American Paintings and Sculpture,Painting,At the Seaside,1849      ,1916      ,1889,1892,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10464,Chase, William Merritt
9708,American Paintings and Sculpture,Painting,Carmencita,1849      ,1916      ,1890,1890,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10465,Chase, William Merritt
9709,American Paintings and Sculpture,Painting,Edward Guthrie Kennedy,1849      ,1916      ,1892,1895,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10466,Chase, William Merritt
9710,American Paintings and Sculpture,Painting,Fish,1849      ,1916      ,1909,1910,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10467,Chase, William Merritt
9711,American Paintings and Sculpture,Painting,For the Little One,1849      ,1916      ,1893,1896,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10468,Chase, William Merritt
9712,American Paintings and Sculpture,Painting,James Abbott McNeill Whistler,1849      ,1916      ,1885,1885,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10469,Chase, William Merritt
9713,American Paintings and Sculpture,Painting,Lady in Black,1849      ,1916      ,1888,1888,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10470,Chase, William Merritt
9714,American Paintings and Sculpture,Painting,Mrs. Chase in Prospect Park,1849      ,1916      ,1886,1886,Oil on panel,Paintings,http://www.metmuseum.org/art/collection/search/10471,Chase, William Merritt
9715,American Paintings and Sculpture,Painting,Bessie Potter,1849      ,1916      ,1892,1895,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10472,Chase, William Merritt
9716,American Paintings and Sculpture,Painting,Pink Azalea—Chinese Vase,1849      ,1916      ,1877,1890,Oil on wood,Paintings,http://www.metmuseum.org/art/collection/search/10473,Chase, William Merritt
9717,American Paintings and Sculpture,Painting,Roland,1849      ,1916      ,1899,1902,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10474,Chase, William Merritt
9718,American Paintings and Sculpture,Painting,Seventeenth Century Lady,1849      ,1916      ,1892,1895,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10475,Chase, William Merritt
9719,American Paintings and Sculpture,Painting,Still Life: Fish,1849      ,1916      ,1907,1908,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10476,Chase, William Merritt
9721,American Paintings and Sculpture,Painting,Houqua,1774      ,1852      ,1838,1848,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10478,Chinnery, George
9723,American Paintings and Sculpture,Painting,The Aegean Sea,1826      ,1900      ,1874,1877,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10480,Church, Frederic Edwin
9724,American Paintings and Sculpture,Painting,Heart of the Andes,1826      ,1900      ,1859,1859,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10481,Church, Frederic Edwin
9725,American Paintings and Sculpture,Painting,The Parthenon,1826      ,1900      ,1871,1871,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10482,Church, Frederic Edwin
9734,American Paintings and Sculpture,Painting,Bay and Harbor of New York from Bedlow's Island,1837      ,1872      ,1850,1860,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10491,Coates, Edmund C.
9735,American Paintings and Sculpture,Painting,Bay and Harbor of New York from Bedlow's Island,1837      ,1872      ,1864,1866,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10492,Coates, Edmund C.
9736,American Paintings and Sculpture,Painting,The Rain,1855      ,1925      ,1889,1889,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10493,Coffin, William
9739,American Paintings and Sculpture,Painting,The Mountain Ford,1801      ,1848      ,1846,1846,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10496,Cole, Thomas
9740,American Paintings and Sculpture,Painting,"View from Mount Holyoke, Northampton, Massachusetts, after a Thunderstorm—The Oxbow",1801      ,1848      ,1836,1836,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10497,Cole, Thomas
9742,American Paintings and Sculpture,Painting,The Titan's Goblet,1801      ,1848      ,1833,1833,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10499,Cole, Thomas
9743,American Paintings and Sculpture,Painting,A View near Tivoli (Morning),1801      ,1848      ,1832,1832,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10500,Cole, Thomas
9744,American Paintings and Sculpture,Painting,View on the Catskill—Early Autumn,1801      ,1848      ,1836,1837,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10501,Cole, Thomas
9745,American Paintings and Sculpture,Painting,Alexander Stewart Wetherill,1855      ,1903      ,1887,1900,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10503,Collins, Alfred Q.
9746,American Paintings and Sculpture,Painting,Mrs. Alfred Q. Collins,1855      ,1903      ,1885,1903,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10504,Collins, Alfred Q.
9747,American Paintings and Sculpture,Painting,Egyptian Revival Triptych,1832      ,1920      ,1882,1885,"Oil on canvas, ebony stained pine, gold leaf, velvet",Paintings,http://www.metmuseum.org/art/collection/search/10505,Colman, Samuel
9749,American Paintings and Sculpture,Painting,"Finish—First International Race for America's Cup, August 8, 1870",1832      ,1920      ,1870,1870,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10507,Colman, Samuel
9750,American Paintings and Sculpture,Painting,"The Hill of the Alhambra, Granada",1832      ,1920      ,1865,1865,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10508,Colman, Samuel
9751,American Paintings and Sculpture,Painting,"Spanish Peaks, Southern Colorado, Late Afternoon",1832      ,1920      ,1887,1887,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10509,Colman, Samuel
9752,American Paintings and Sculpture,Painting,Clearing Off,1833      ,1924      ,1888,1907,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10510,Coman, Charlotte Buell
9758,American Paintings and Sculpture,Painting,James Merrill Cook,1808      ,1892      ,1840,1840,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10516,Cook, Nelson
9759,American Paintings and Sculpture,Painting,Mrs. James Merrill Cook,1808      ,1892      ,1840,1840,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10517,Cook, Nelson
9761,American Paintings and Sculpture,Painting,Grand Central Station,1856      ,1937      ,1909,1909,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10519,Cooper, Colin Cambell
9763,American Paintings and Sculpture,Painting,New York from the Harbor Showing the Battery and Castle Garden,1837      ,1859      ,1858,1858,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10521,Copestick, Alfred
9764,American Paintings and Sculpture,Painting,Daniel Crommelin Verplanck,1738      ,1815      ,1771,1771,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10522,Copley, John Singleton
9766,American Paintings and Sculpture,Painting,Gulian Verplanck,1738      ,1815      ,1771,1771,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10524,Copley, John Singleton
9768,American Paintings and Sculpture,Painting,Joseph Sherburne,1738      ,1815      ,1764,1770,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10526,Copley, John Singleton
9769,American Paintings and Sculpture,Painting,Midshipman Augustus Brine,1738      ,1815      ,1782,1782,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10527,Copley, John Singleton
9772,American Paintings and Sculpture,Painting,Mrs. Jerathmael Bowers,1738      ,1815      ,1760,1763,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10530,Copley, John Singleton
9773,American Paintings and Sculpture,Painting,Mrs. John Winthrop,1738      ,1815      ,1773,1773,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10531,Copley, John Singleton
9775,American Paintings and Sculpture,Painting,Mrs. Sylvanus Bourne,1738      ,1815      ,1766,1766,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10533,Copley, John Singleton
9776,American Paintings and Sculpture,Painting,The Return of Neptune,1738      ,1815      ,1751,1754,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10534,Copley, John Singleton
9777,American Paintings and Sculpture,Painting,Richard Dana,1738      ,1815      ,1767,1770,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10535,Copley, John Singleton
9779,American Paintings and Sculpture,Painting,Samuel Verplanck,1738      ,1815      ,1771,1771,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10537,Copley, John Singleton
9796,American Paintings and Sculpture,Painting,Watson and the Shark,1738      ,1815      ,1775,1778,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10554,Copley, John Singleton
9797,American Paintings and Sculpture,Painting,The Peace Pipe,1866      ,1936      ,1901,1901,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10555,Couse, Eanger Irving
9799,American Paintings and Sculpture,Painting,Augustus Saint-Gaudens,1856      ,1919      ,1887,1908,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10557,Cox, Kenyon
9801,American Paintings and Sculpture,Painting,The Harp Player (A Solo),1856      ,1919      ,1888,1888,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10559,Cox, Kenyon
9802,American Paintings and Sculpture,Painting,Landscape,1856      ,1919      ,1883,1883,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10560,Cox, Kenyon
9806,American Paintings and Sculpture,Painting,William Henry Huntington,1853      ,1931      ,1877,1881,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10566,Cranch, Caroline
9810,American Paintings and Sculpture,Painting,Autumn Uplands,1857      ,1937      ,1907,1908,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10570,Crane, Bruce
9818,American Paintings and Sculpture,Painting,"Autumn Landscape, Sugar Loaf Mountain, Orange County, New York",1823      ,1900      ,1867,1875,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10578,Cropsey, Jasper Francis
9824,American Paintings and Sculpture,Painting,"Pompton Plains, New Jersey",1823      ,1900      ,1867,1867,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10584,Cropsey, Jasper Francis
9826,American Paintings and Sculpture,Painting,The Valley of Wyoming,1823      ,1900      ,1865,1865,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10586,Cropsey, Jasper Francis
9827,American Paintings and Sculpture,Painting,"View near Sherburne, Chenango County, New York",1823      ,1900      ,1853,1853,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10587,Cropsey, Jasper Francis
9829,American Paintings and Sculpture,Painting,"Wyoming Valley, Pennsylvania",1823      ,1900      ,1864,1864,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10589,Cropsey, Jasper Francis
9830,American Paintings and Sculpture,Painting,Skating on the Wissahickon,1820      ,1891      ,1875,1875,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10590,Culverhouse, Johan Mengels
9845,American Paintings and Sculpture,Painting,The Cloud,1868      ,1960      ,1904,1910,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10607,Dabo, Léon
9848,American Paintings and Sculpture,Painting,Slumbering Fog,1859      ,1932      ,1897,1905,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10610,Daingerfield, Elliott
9850,American Paintings and Sculpture,Painting,Heart's Ease,1833      ,1927      ,1863,1863,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10612,Dana, William P. W.
9851,American Paintings and Sculpture,Painting,Margarette A. Jones,1853      ,1929      ,1894,1894,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10613,Dannat, William
9852,American Paintings and Sculpture,Painting,The Quartette (Un quatuor),1853      ,1929      ,1884,1884,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10614,Dannat, William
9854,American Paintings and Sculpture,Painting,Adventure,1862      ,1928      ,1914,1918,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10628,Davies, Arthur B.
9855,American Paintings and Sculpture,Painting,Artemis,1862      ,1928      ,1908,1909,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10629,Davies, Arthur B.
9856,American Paintings and Sculpture,Painting,Athlete and Dancer,1862      ,1928      ,1892,1897,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10630,Davies, Arthur B.
9870,American Paintings and Sculpture,Painting,Dance—Uplift,1862      ,1928      ,1917,1928,Wax on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10644,Davies, Arthur B.
9873,American Paintings and Sculpture,Painting,Exaltation,1862      ,1928      ,1917,1930,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10647,Davies, Arthur B.
9875,American Paintings and Sculpture,Painting,Girdle of Ares,1862      ,1928      ,1905,1914,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10649,Davies, Arthur B.
9883,American Paintings and Sculpture,Painting,Italian Hill Town,1862      ,1928      ,1922,1925,Oil on canvas,Paintings,http://www.metmuseum.org/art/collection/search/10657,Davies, Arthur B.
